Georgia Illinois Kentucky Oklahoma
20.43054 20.35734 20.28399 20.21051
20.13689 20.06314 19.98925 19.91523
19.84108 19.76679 19.69237 19.61781
19.54313 19.46832 19.39338 19.31831
19.24311 19.16778 19.09233 19.01675
18.94105 18.86522 18.78927 18.7132
18.637 18.56069 18.48425 18.40769
18.33102 18.25422 18.17731 18.10029
18.02315 17.9459 17.86854 17.79107
17.71349 17.63579 17.558 17.48009
17.40209 17.32397 17.24576 17.16744
17.08903 17.01051 16.9319 16.85319
16.77438 16.69548 16.61648 16.53739
16.45822 16.37895 16.29959 16.22014
16.14061 16.06099 15.98128 15.90149
15.82162 15.74167 15.66164 15.58153
15.50134 15.42107 15.34073 15.26032
15.17983 15.09926 15.01863 14.93793
14.85715 14.77631 14.69541 14.61443
14.53339 14.45229 14.37113 14.28991
14.20862 14.12728 14.04588 13.96442
13.8829 13.80134 13.71971 13.63804
13.55632 13.47454 13.39272 13.31085
13.22893 13.14697 13.06496 12.98291
12.90081 12.81868 12.73651 12.65429
12.57204 12.48976 12.40743 12.32508
12.24269 12.16026 12.07781 11.99533
11.91282 11.83028 11.74771 11.66512
11.58251 11.49987 11.41721 11.33453
11.25183 11.16914 11.08648 11.00388
10.92135 10.83894 10.75667 10.67456
10.59263 10.51092 10.42945 10.34825
10.26734 10.18675 10.1065 10.02662
9.947148 9.868094 9.789491 9.711363
9.633738 9.556641 9.480099 9.404138
9.328784 9.254063 9.180001 9.106625
9.033961 8.962034 8.890872 8.820499
8.750944 8.68223 8.614386 8.547437
8.481408 8.416327 8.35222 8.289112
8.22703 8.166 8.106048 8.047201
7.989484 7.932924 7.877547 7.823379
7.770446 7.718775 7.668391 7.619322
7.571592 7.525228 7.480257 7.436704
7.394596 7.353959 7.314818 7.277201
7.241134 7.206642 7.173752 7.14249
7.112882 7.084954 7.058733 7.034244
7.011514 6.99057 6.971436 6.95414
6.938707 6.925164 6.913538 6.903853
6.896136 6.890414 6.886712 6.885058
6.885476 6.887993 6.892636 6.89943
6.908402 6.919578 6.932984 6.948646
6.966591 6.986844 7.009432 7.034381
10.3753 10.41423 10.45297 10.49154
10.52993 10.56816 10.60622 10.64412
10.68186 10.71946 10.7569 10.79421
10.83137 10.86841 10.90531 10.94209
10.97874 11.01529 11.05172 11.08804
11.12426 11.16038 11.19641 11.23234
11.2682 11.30397 11.33966 11.37529
11.41084 11.44633 11.48177 11.51715
11.55248 11.58776 11.623 11.65821
11.69338 11.72853 11.76365 11.79876
11.83384 11.86892 11.904 11.93907
11.97414 12.00922 12.04432 12.07943
12.11456 12.14972 12.1849 12.22012
12.25538 12.29068 12.32603 12.36142
12.39688 12.43239 12.46797 12.50362
12.53935 12.57515 12.61103 12.647
12.68306 12.71922 12.75548 12.79184
12.82831 12.86489 12.90159 12.93842
12.97537 13.01245 13.04967 13.08702
13.12452 13.16217 13.19997 13.23793
13.27605 13.31434 13.3528 13.39143
13.43024 13.46924 13.50842 13.5478
13.58738 13.62715 13.66713 13.70733
13.74773 13.78836 13.8292 13.87027
13.91155 13.95305 13.99478 14.03672
14.07889 14.12127 14.16388 14.20671
14.24976 14.29303 14.33653 14.38025
14.42419 14.46835 14.51274 14.55735
14.60218 14.64724 14.69253 14.73804
14.78377 14.82973 14.87591 14.92232
14.96896 15.01582 15.06291 15.11023
15.15777 15.20554 15.25354 15.30177
15.35022 15.3989 15.44781 15.49695
15.54632 15.59592 15.64575 15.69581
15.7461 15.79662 15.84737 15.89836
15.94957 16.00102 16.05269 16.1046
16.15674 16.20912 16.26173 16.31457
16.36764 16.42095 16.47449 16.52827
16.58228 16.63653 16.69101 16.74573
16.80068 16.85587 16.91129 16.96695
17.02285 17.07898 17.13536 17.19197
17.24881 17.3059 17.36322 17.42078
17.47859 17.53663 17.59491 17.65342
17.71218 17.77118 17.83042 17.8899
17.94962 18.00959 18.06979 18.13024
18.19093 18.25186 18.31303 18.37444
18.4361 18.49799 18.5601 18.62242
18.68496 18.7477 18.81063 18.87375
18.93705 19.00051 19.06415 19.12793
19.19187 19.25595 19.32016 19.3845
19.44896 19.51353 19.5782 19.64297
19.70782 19.77276 19.83777 19.90284
19.96798 20.03316 20.09839 20.16365
20.22894 20.29426 20.35958 20.42491
20.49024 20.55556 20.62086 20.68614
20.75138 20.81658 20.88174 20.94684
21.01188 21.07685 21.14174 21.20655
21.27126 21.33588 21.40038 21.46478
21.52904 21.59318 21.65718 21.72104
21.78474 21.84828 21.91165 21.97485
22.03786 22.10068 22.16331 22.22573
22.28793 22.34992 22.41168 22.4732
22.53447 22.5955 22.65627 22.71677
22.777 22.83694 22.8966 22.95596
23.01502 23.07376 23.13219 23.19029
23.24806 23.30548 23.36256 23.41928
23.47563 23.53161 23.58722 23.64243
23.69726 23.75168 23.80569 23.85928
23.91245 23.96519 24.01749 24.06936
24.1208 24.17184 24.22247 24.2727
24.32256 24.37203 24.42115 24.4699
24.51831 24.56639 24.61413 24.66156
24.70868 24.7555 24.80203 24.84828
24.89426 24.93998 24.98545 25.03067
25.07566 25.12043 25.16498 25.20933
25.25348 25.29745 25.34124 25.38487
25.42834 25.47166 25.51484 25.55789
25.60083 25.64365 25.68637 25.729
25.77155 25.81403 25.85645 25.89881
25.94113 25.98341 26.02567 26.06791
26.11015 26.15239 26.19464 26.23692
26.27923 26.32158 26.36398 26.40644
26.44897 26.49157 26.53427 26.57707
26.61997 26.66299 26.70614 26.74942
26.79284 26.83643 26.88017 26.92409
26.96819 27.01249 27.05699 27.1017
27.14663 27.19179 27.23719 27.28284
27.32874 27.37492 27.42137 27.46812
27.51515 27.5625 27.61016 27.65814
27.70646 27.75512 27.80414 27.85351
27.90326 27.9534 28.00392 28.05484
28.10618 28.15792 28.21007 28.26262
28.31554 28.36885 28.42251 28.47654
28.53091 28.58561 28.64065 28.696
28.75166 28.80763 28.86388 28.92041
28.97721 29.03427 29.09159 29.14915
29.20694 29.26495 29.32318 29.38161
29.44024 29.49905 29.55804 29.6172
29.67651 29.73597 29.79557 29.8553
29.91515 29.9751 30.03516 30.09531
30.15554 30.21584 30.27621 30.33663
30.39709 30.45758 30.5181 30.57864
30.63918 30.69972 30.76024 30.82075
30.88122 30.94165 31.00202 31.06234
31.12259 31.18276 31.24283 31.30281
31.36269 31.42244 31.48207 31.54156
31.60091 31.6601 31.71913 31.77798
31.83665 31.89513 31.9534 32.01147
32.06931 32.12692 32.18429 32.24141
32.29827 32.35486 32.41117 32.4672
32.52293 32.57835 32.63346 32.68824
32.74268 32.79679 32.85053 32.90392
32.95693 33.00956 33.0618 33.11363
33.16506 33.21606 33.26664 33.31678
33.36647 33.41573 33.46454 33.5129
33.56083 33.60831 33.65534 33.70193
33.74807 33.79376 33.83901 33.8838
33.92815 33.97205 34.0155 34.0585
34.10104 34.14314 34.18478 34.22596
34.2667 34.30698 34.3468 34.38617
34.42508 34.46354 34.50154 34.53907
34.57615 34.61278 34.64894 34.68464
34.71987 34.75465 34.78896 34.82282
34.8562 34.88912 34.92158 34.95357
34.9851 35.01616 35.04675 35.07687
35.10653 35.13571 35.16443 35.19267
35.22044 35.24774 35.27457 35.30093
35.32681 35.35222 35.37715 35.40161
35.42559 35.44909 35.47212 35.49467
35.51674 35.53833 35.55944 35.58007
35.60022 35.61989 35.63907 35.65777
35.67599 35.69373 35.71098 35.72774
35.74402 35.75981 35.77512 35.78993
35.80426 35.8181 35.83145 35.84431
35.85667 35.86855 35.87993 35.89083
35.90122 35.91113 35.92054 35.92945
35.93787 35.94579 35.95321 35.96014
35.96658 35.97252 35.97797 35.98293
35.9874 35.99138 35.99487 35.99787
36.0004 36.00243 36.00399 36.00506
36.00565 36.00577 36.0054 36.00456
36.00325 36.00145 35.99919 35.99645
35.99324 35.98957 35.98542 35.9808
35.97572 35.97018 35.96417 35.9577
35.95076 35.94337 35.93551 35.9272
35.91843 35.90921 35.89953 35.88939
35.87881 35.86777 35.85628 35.84435
35.83196 35.81913 35.80586 35.79214
35.77798 35.76337 35.74833 35.73284
35.71692 35.70056 35.68377 35.66654
35.64887 35.63078 35.61225 35.59329
35.5739 35.55409 35.53385 35.51318
35.49209 35.47058 35.44864 35.42628
35.40351 35.38031 35.3567 35.33267
35.30823 35.28337 35.2581 35.23242
35.20633 35.17983 35.15292 35.12561
35.09789 35.06977 35.04124 35.01231
34.98298 34.95325 34.92312 34.89259
34.86167 34.83035 34.79864 34.76654
34.73404 34.70115 34.66788 34.63422
34.60017 34.56573 34.53091 34.49571
34.46012 34.42415 34.38781 34.35108
34.31398 34.2765 34.23865 34.20042
34.16182 34.12285 34.0835 34.04379
34.00371 33.96326 33.92245 33.88127
33.83973 33.79783 33.75557 33.71294
33.66996 33.62662 33.58293 33.53887
33.49447 33.44971 33.4046 33.35914
33.31333 33.26717 33.22067 33.17382
33.12662 33.07908 33.0312 32.98298
32.93442 32.88552 32.83628 32.78671
32.7368 32.68655 32.63598 32.58507
32.53383 32.48226 32.43036 32.37814
32.32559 32.27272 32.21952 32.166
32.11216 32.058 32.00352 31.94872
31.89361 31.83818 31.78243 31.72638
31.67001 31.61333 31.55634 31.49905
31.44144 31.38353 31.32532 31.2668
31.20798 31.14886 31.08944 31.02972
30.9697 30.90939 30.84878 30.78787
30.72668 30.66519 30.60341 30.54134
30.47898 30.41634 30.35341 30.29019
30.22669 30.16291 30.09884 30.03449
29.96985 29.90493 29.83972 29.77423
29.70845 29.64239 29.57605 29.50942
29.44251 29.37532 29.30784 29.24008
29.17204 29.10371 29.0351 28.9662
28.89702 28.82756 28.75782 28.68779
28.61748 28.54689 28.47602 28.40486
28.33342 28.2617 28.1897 28.11741
28.04485 27.972 27.89887 27.82545
27.75176 27.67778 27.60352 27.52899
27.45417 27.37906 27.30368 27.22802
27.15207 27.07585 26.99934 26.92255
26.84548 26.76814 26.69051 26.6126
26.53441 26.45594 26.37719 26.29816
26.21885 26.13926 26.05939 25.97924
25.89881 25.8181 25.73712 25.65585
25.5743 25.49248 25.41037 25.32799
25.24533 25.16239 25.07917 24.99567
24.91189 24.82784 24.7435 24.65889
24.574 24.48883 24.40338 24.31766
24.23166 24.14538 24.05882 23.97198
23.88487 23.79748 23.70981 23.62187
23.53365 23.44515 23.35638 23.26735
23.17806 23.08854 22.99878 22.90881
22.81862 22.72824 22.63766 22.54691
22.45599 22.36491 22.27368 22.18231
22.09082 21.99921 21.90749 21.81567
21.72377 21.63179 21.53975 21.44765
21.35551 21.26333 21.17112 21.07891
20.98668 20.89447 20.80227 20.7101
20.61796 20.52588 20.43385 20.34188
20.25 20.15821 20.06651 19.97493
19.88346 19.79212 19.70093 19.60988
19.519 19.42828 19.33775 19.24741
19.15727 19.06735 18.97764 18.88817
18.79895 18.70997 18.62126 18.53283
18.44468 18.35682 18.26927 18.18203
18.09512 18.00855 17.92232 17.83645
17.75095 17.66582 17.58108 17.49674
17.4128 17.32929 17.2462 17.16355
17.08135 16.99961 16.91834 16.83755
16.75726 16.67746 16.59817 16.5194
16.44117 16.36348 16.28634 16.20976
16.13376 16.05834 15.98351 15.90929
15.83568 15.76269 15.69034 15.61864
15.54759 15.47719 15.40744 15.33835
15.26991 15.20211 15.13496 15.06846
15.0026 14.93739 14.87281 14.80887
14.74557 14.68291 14.62088 14.55948
14.49871 14.43857 14.37907 14.32018
14.26193 14.20429 14.14728 14.09089
14.03512 13.97996 13.92542 13.8715
13.81818 13.76548 13.71339 13.6619
13.61103 13.56075 13.51108 13.46201
13.41354 13.36567 13.3184 13.27172
13.22564 13.18015 13.13525 13.09094
13.04721 13.00408 12.96152 12.91955
12.87817 12.83736 12.79713 12.75747
12.7184 12.67989 12.64196 12.6046
12.56781 12.53158 12.49593 12.46083
12.4263 12.39233 12.35892 12.32607
12.29377 12.26203 12.23085 12.20021
12.17013 12.14059 12.1116 12.08316
12.05526 12.02791 12.00109 11.97482
11.94908 11.92388 11.89922 11.87509
11.85149 11.82842 11.80588 11.78386
11.76237 11.74141 11.72097 11.70105
11.68164 11.66276 11.64439 11.62654
